date,channel,revenue_usd
2024-10-28,Direct,752.09
2024-10-28,Email,446.41
2024-10-28,Organic Search,1216.52
2024-10-28,Paid Search,1490.47
2024-10-28,Referral,315.92
2024-10-28,Social,301.36
2024-10-29,Direct,794.52
2024-10-29,Email,386.13
2024-10-29,Organic Search,970.32
2024-10-29,Paid Search,1342.94
2024-10-29,Referral,377.41
2024-10-29,Social,229.55
2024-10-30,Direct,790.39
2024-10-30,Email,385.9
2024-10-30,Organic Search,920.86
2024-10-30,Paid Search,1139.57
2024-10-30,Referral,454.39
2024-10-30,Social,206.89
2024-10-31,Direct,719.53
2024-10-31,Email,362.93
2024-10-31,Organic Search,909.39
2024-10-31,Paid Search,1265.04
2024-10-31,Referral,397.17
2024-10-31,Social,316.61
2024-11-01,Direct,777.07
2024-11-01,Email,340.24
2024-11-01,Organic Search,834.52
2024-11-01,Paid Search,1390.61
2024-11-01,Referral,427.5
2024-11-01,Social,335.67
2024-11-02,Direct,624.37
2024-11-02,Email,309.45
2024-11-02,Organic Search,804.33
2024-11-02,Paid Search,871.35
2024-11-02,Referral,262.4
2024-11-02,Social,242.46
2024-11-03,Direct,601.87
2024-11-03,Email,338.6
2024-11-03,Organic Search,761.53
2024-11-03,Paid Search,965.84
2024-11-03,Referral,314.46
2024-11-03,Social,152.19
2024-11-04,Direct,417.55
2024-11-04,Email,318.86
2024-11-04,Organic Search,306.62
2024-11-04,Paid Search,1229.47
2024-11-04,Referral,347.84
2024-11-04,Social,261.97
2024-11-05,Direct,652.76
2024-11-05,Email,346.38
2024-11-05,Organic Search,934.21
2024-11-05,Paid Search,1346.52
2024-11-05,Referral,280.71
2024-11-05,Social,298.77
2024-11-06,Direct,839.11
2024-11-06,Email,304.71
2024-11-06,Organic Search,828.69
2024-11-06,Paid Search,1332.94
2024-11-06,Referral,386.3
2024-11-06,Social,308.34
2024-11-07,Direct,664.82
2024-11-07,Email,376.39
2024-11-07,Organic Search,924.37
2024-11-07,Paid Search,1338.17
2024-11-07,Referral,444.67
2024-11-07,Social,228.91
2024-11-08,Direct,734.85
2024-11-08,Email,355.03
2024-11-08,Organic Search,895.71
2024-11-08,Paid Search,1303.13
2024-11-08,Referral,380.26
2024-11-08,Social,254.11
2024-11-09,Direct,582.72
2024-11-09,Email,405.28
2024-11-09,Organic Search,770.26
2024-11-09,Paid Search,1030.13
2024-11-09,Referral,305.84
2024-11-09,Social,251.53
2024-11-10,Direct,606.52
2024-11-10,Email,267.37
2024-11-10,Organic Search,621.27
2024-11-10,Paid Search,889.8
2024-11-10,Referral,366.28
2024-11-10,Social,269.76
2024-11-11,Direct,656.74
2024-11-11,Email,360.35
2024-11-11,Organic Search,972.21
2024-11-11,Paid Search,1291.75
2024-11-11,Referral,434.26
2024-11-11,Social,288.31
2024-11-12,Direct,713.58
2024-11-12,Email,343.02
2024-11-12,Organic Search,838.45
2024-11-12,Paid Search,1409.94
2024-11-12,Referral,426.31
2024-11-12,Social,99.92
2024-11-13,Direct,683.5
2024-11-13,Email,424.93
2024-11-13,Organic Search,1019.23
2024-11-13,Paid Search,1262.52
2024-11-13,Referral,452.74
2024-11-13,Social,255.35
2024-11-14,Direct,749.55
2024-11-14,Email,329.49
2024-11-14,Organic Search,923.11
2024-11-14,Paid Search,1193.05
2024-11-14,Referral,407.81
2024-11-14,Social,320.26
2024-11-15,Direct,750.43
2024-11-15,Email,395.93
2024-11-15,Organic Search,876.22
2024-11-15,Paid Search,1197.85
2024-11-15,Referral,376.91
2024-11-15,Social,257.18
2024-11-16,Direct,549.72
2024-11-16,Email,270.56
2024-11-16,Organic Search,773.11
2024-11-16,Paid Search,1078.87
2024-11-16,Referral,332.91
2024-11-16,Social,284.74
2024-11-17,Direct,626.63
2024-11-17,Email,346.87
2024-11-17,Organic Search,766.9
2024-11-17,Paid Search,782.49
2024-11-17,Referral,321.78
2024-11-17,Social,246.21
2024-11-18,Direct,753.28
2024-11-18,Email,354.31
2024-11-18,Organic Search,929.83
2024-11-18,Paid Search,1491.78
2024-11-18,Referral,364.13
2024-11-18,Social,120.59
2024-11-19,Direct,650.29
2024-11-19,Email,305.69
2024-11-19,Organic Search,991.76
2024-11-19,Paid Search,1043.63
2024-11-19,Referral,392.37
2024-11-19,Social,259.71
2024-11-20,Direct,618.58
2024-11-20,Email,326.04
2024-11-20,Organic Search,768.09
2024-11-20,Paid Search,1202.71
2024-11-20,Referral,427.06
2024-11-20,Social,241.13
2024-11-21,Direct,699.63
2024-11-21,Email,387.89
2024-11-21,Organic Search,936.21
2024-11-21,Paid Search,1117.53
2024-11-21,Referral,327.99
2024-11-21,Social,299.72
2024-11-22,Direct,735.25
2024-11-22,Email,356.28
2024-11-22,Organic Search,854.12
2024-11-22,Paid Search,1273.99
2024-11-22,Referral,425.15
2024-11-22,Social,243.51
2024-11-23,Direct,530.26
2024-11-23,Email,276.85
2024-11-23,Organic Search,727.77
2024-11-23,Paid Search,1003.65
2024-11-23,Referral,301.21
2024-11-23,Social,235.03
2024-11-24,Direct,571.2
2024-11-24,Email,296.69
2024-11-24,Organic Search,838.55
2024-11-24,Paid Search,960.3
2024-11-24,Referral,245.84
2024-11-24,Social,253.78
2024-11-25,Direct,695.83
2024-11-25,Email,354.04
2024-11-25,Organic Search,840.74
2024-11-25,Paid Search,1196.58
2024-11-25,Referral,482.85
2024-11-25,Social,342.83
2024-11-26,Direct,797.58
2024-11-26,Email,255.68
2024-11-26,Organic Search,935.23
2024-11-26,Paid Search,1039.19
2024-11-26,Referral,381.05
2024-11-26,Social,275.88
2024-11-27,Direct,634.32
2024-11-27,Email,324.27
2024-11-27,Organic Search,975.07
2024-11-27,Paid Search,1164.52
2024-11-27,Referral,375.89
2024-11-27,Social,256.04
2024-11-28,Direct,985.37
2024-11-28,Email,597.76
2024-11-28,Organic Search,1313.8
2024-11-28,Paid Search,2244.36
2024-11-28,Referral,565.69
2024-11-28,Social,249.36
2024-11-29,Direct,977.46
2024-11-29,Email,609.71
2024-11-29,Organic Search,1262.2
2024-11-29,Paid Search,2067.94
2024-11-29,Referral,577.39
2024-11-29,Social,326.61
2024-11-30,Direct,729.23
2024-11-30,Email,428.61
2024-11-30,Organic Search,1046.4
2024-11-30,Paid Search,1808.15
2024-11-30,Referral,320.82
2024-11-30,Social,278.77
2024-12-01,Direct,620.17
2024-12-01,Email,500.32
2024-12-01,Organic Search,1075.02
2024-12-01,Paid Search,1781.92
2024-12-01,Referral,250.73
2024-12-01,Social,291.96
2024-12-02,Direct,924.69
2024-12-02,Email,516.37
2024-12-02,Organic Search,1154.68
2024-12-02,Paid Search,2186.57
2024-12-02,Referral,496.89
2024-12-02,Social,310.82
2024-12-03,Direct,811.09
2024-12-03,Email,575.31
2024-12-03,Organic Search,1239.0
2024-12-03,Paid Search,2233.75
2024-12-03,Referral,391.61
2024-12-03,Social,355.82
2024-12-04,Direct,798.67
2024-12-04,Email,334.58
2024-12-04,Organic Search,1060.66
2024-12-04,Paid Search,1141.07
2024-12-04,Referral,433.5
2024-12-04,Social,243.74
2024-12-05,Direct,680.4
2024-12-05,Email,368.61
2024-12-05,Organic Search,916.16
2024-12-05,Paid Search,1009.57
2024-12-05,Referral,391.33
2024-12-05,Social,219.1
2024-12-06,Direct,792.45
2024-12-06,Email,319.16
2024-12-06,Organic Search,888.08
2024-12-06,Paid Search,1209.94
2024-12-06,Referral,323.62
2024-12-06,Social,279.54
2024-12-07,Direct,552.43
2024-12-07,Email,237.61
2024-12-07,Organic Search,695.48
2024-12-07,Paid Search,719.73
2024-12-07,Referral,256.24
2024-12-07,Social,190.31
2024-12-08,Direct,518.17
2024-12-08,Email,294.9
2024-12-08,Organic Search,666.47
2024-12-08,Paid Search,922.01
2024-12-08,Referral,243.78
2024-12-08,Social,227.92
2024-12-09,Direct,748.0
2024-12-09,Email,316.34
2024-12-09,Organic Search,893.02
2024-12-09,Paid Search,1031.36
2024-12-09,Referral,351.93
2024-12-09,Social,241.73
2024-12-10,Direct,697.23
2024-12-10,Email,327.04
2024-12-10,Organic Search,896.19
2024-12-10,Paid Search,1180.86
2024-12-10,Referral,305.18
2024-12-10,Social,257.85
2024-12-11,Direct,804.79
2024-12-11,Email,363.72
2024-12-11,Organic Search,861.48
2024-12-11,Paid Search,1179.99
2024-12-11,Referral,453.0
2024-12-11,Social,284.32
2024-12-12,Direct,638.31
2024-12-12,Email,229.38
2024-12-12,Organic Search,1077.56
2024-12-12,Paid Search,1176.1
2024-12-12,Referral,341.13
2024-12-12,Social,335.97
2024-12-13,Direct,741.25
2024-12-13,Email,424.41
2024-12-13,Organic Search,808.43
2024-12-13,Paid Search,1211.0
2024-12-13,Referral,387.2
2024-12-13,Social,246.27
2024-12-14,Direct,634.61
2024-12-14,Email,346.75
2024-12-14,Organic Search,647.0
2024-12-14,Paid Search,972.02
2024-12-14,Referral,292.32
2024-12-14,Social,203.68
2024-12-15,Direct,591.93
2024-12-15,Email,280.54
2024-12-15,Organic Search,682.03
2024-12-15,Paid Search,849.79
2024-12-15,Referral,314.25
2024-12-15,Social,200.46
2024-12-16,Direct,794.55
2024-12-16,Email,398.09
2024-12-16,Organic Search,989.28
2024-12-16,Paid Search,1578.74
2024-12-16,Referral,455.97
2024-12-16,Social,254.15
2024-12-17,Direct,831.49
2024-12-17,Email,452.75
2024-12-17,Organic Search,916.79
2024-12-17,Paid Search,1425.33
2024-12-17,Referral,438.5
2024-12-17,Social,295.16
2024-12-18,Direct,739.48
2024-12-18,Email,429.56
2024-12-18,Organic Search,1009.86
2024-12-18,Paid Search,1511.56
2024-12-18,Referral,179.99
2024-12-18,Social,203.23
2024-12-19,Direct,694.21
2024-12-19,Email,542.83
2024-12-19,Organic Search,1016.91
2024-12-19,Paid Search,1581.33
2024-12-19,Referral,494.96
2024-12-19,Social,233.09
2024-12-20,Direct,709.89
2024-12-20,Email,550.11
2024-12-20,Organic Search,1044.9
2024-12-20,Paid Search,1367.5
2024-12-20,Referral,438.81
2024-12-20,Social,293.11
2024-12-21,Direct,594.21
2024-12-21,Email,429.77
2024-12-21,Organic Search,767.73
2024-12-21,Paid Search,926.97
2024-12-21,Referral,337.7
2024-12-21,Social,292.19
2024-12-22,Direct,626.58
2024-12-22,Email,328.9
2024-12-22,Organic Search,897.61
2024-12-22,Paid Search,1051.32
2024-12-22,Referral,357.69
2024-12-22,Social,291.75
2024-12-23,Direct,689.5
2024-12-23,Email,438.29
2024-12-23,Organic Search,1030.67
2024-12-23,Paid Search,1578.41
2024-12-23,Referral,513.5
2024-12-23,Social,283.17
2024-12-24,Direct,712.81
2024-12-24,Email,458.05
2024-12-24,Organic Search,1221.83
2024-12-24,Paid Search,1325.33
2024-12-24,Referral,444.43
2024-12-24,Social,309.79
2024-12-25,Direct,610.3
2024-12-25,Email,311.7
2024-12-25,Organic Search,782.73
2024-12-25,Paid Search,1182.12
2024-12-25,Referral,365.53
2024-12-25,Social,275.69
2024-12-26,Direct,694.55
2024-12-26,Email,309.77
2024-12-26,Organic Search,772.35
2024-12-26,Paid Search,1007.74
2024-12-26,Referral,379.15
2024-12-26,Social,224.01
2024-12-27,Direct,742.06
2024-12-27,Email,318.68
2024-12-27,Organic Search,811.85
2024-12-27,Paid Search,1064.1
2024-12-27,Referral,379.82
2024-12-27,Social,270.58
2024-12-28,Direct,471.73
2024-12-28,Email,375.96
2024-12-28,Organic Search,703.09
2024-12-28,Paid Search,841.25
2024-12-28,Referral,248.41
2024-12-28,Social,170.44
2024-12-29,Direct,533.62
2024-12-29,Email,250.68
2024-12-29,Organic Search,710.35
2024-12-29,Paid Search,375.67
2024-12-29,Referral,249.46
2024-12-29,Social,178.39
2024-12-30,Direct,693.43
2024-12-30,Email,397.44
2024-12-30,Organic Search,873.31
2024-12-30,Paid Search,968.29
2024-12-30,Referral,364.6
2024-12-30,Social,223.83
2024-12-31,Direct,624.87
2024-12-31,Email,326.38
2024-12-31,Organic Search,984.15
2024-12-31,Paid Search,1127.8
2024-12-31,Referral,432.36
2024-12-31,Social,180.54
2025-01-01,Direct,566.11
2025-01-01,Email,322.4
2025-01-01,Organic Search,687.87
2025-01-01,Paid Search,981.71
2025-01-01,Referral,340.9
2025-01-01,Social,252.88
2025-01-02,Direct,696.79
2025-01-02,Email,296.78
2025-01-02,Organic Search,695.31
2025-01-02,Paid Search,1161.87
2025-01-02,Referral,464.05
2025-01-02,Social,216.43
2025-01-03,Direct,560.11
2025-01-03,Email,286.51
2025-01-03,Organic Search,813.52
2025-01-03,Paid Search,935.1
2025-01-03,Referral,393.9
2025-01-03,Social,228.94
2025-01-04,Direct,567.44
2025-01-04,Email,198.19
2025-01-04,Organic Search,794.72
2025-01-04,Paid Search,922.52
2025-01-04,Referral,267.65
2025-01-04,Social,127.32
2025-01-05,Direct,473.49
2025-01-05,Email,237.53
2025-01-05,Organic Search,715.28
2025-01-05,Paid Search,873.92
2025-01-05,Referral,259.1
2025-01-05,Social,210.79
2025-01-06,Direct,548.91
2025-01-06,Email,231.22
2025-01-06,Organic Search,743.48
2025-01-06,Paid Search,958.08
2025-01-06,Referral,473.24
2025-01-06,Social,220.2
2025-01-07,Direct,601.26
2025-01-07,Email,229.95
2025-01-07,Organic Search,827.81
2025-01-07,Paid Search,1053.99
2025-01-07,Referral,324.46
2025-01-07,Social,207.0
2025-01-08,Direct,621.66
2025-01-08,Email,248.95
2025-01-08,Organic Search,800.12
2025-01-08,Paid Search,1030.2
2025-01-08,Referral,440.34
2025-01-08,Social,247.54
2025-01-09,Direct,630.13
2025-01-09,Email,347.98
2025-01-09,Organic Search,795.84
2025-01-09,Paid Search,1055.95
2025-01-09,Referral,199.8
2025-01-09,Social,212.66
2025-01-10,Direct,651.25
2025-01-10,Email,346.59
2025-01-10,Organic Search,770.49
2025-01-10,Paid Search,1106.79
2025-01-10,Referral,407.23
2025-01-10,Social,226.38
2025-01-11,Direct,505.06
2025-01-11,Email,233.54
2025-01-11,Organic Search,668.05
2025-01-11,Paid Search,663.2
2025-01-11,Referral,256.22
2025-01-11,Social,221.52
2025-01-12,Direct,565.22
2025-01-12,Email,207.47
2025-01-12,Organic Search,725.58
2025-01-12,Paid Search,882.82
2025-01-12,Referral,258.08
2025-01-12,Social,244.36
2025-01-13,Direct,611.31
2025-01-13,Email,275.25
2025-01-13,Organic Search,771.71
2025-01-13,Paid Search,354.54
2025-01-13,Referral,366.6
2025-01-13,Social,262.21
2025-01-14,Direct,629.2
2025-01-14,Email,320.09
2025-01-14,Organic Search,847.27
2025-01-14,Paid Search,1175.56
2025-01-14,Referral,437.78
2025-01-14,Social,213.19
2025-01-15,Direct,623.39
2025-01-15,Email,331.47
2025-01-15,Organic Search,858.53
2025-01-15,Paid Search,994.43
2025-01-15,Referral,400.16
2025-01-15,Social,202.3
2025-01-16,Direct,529.84
2025-01-16,Email,298.34
2025-01-16,Organic Search,892.93
2025-01-16,Paid Search,1023.04
2025-01-16,Referral,333.47
2025-01-16,Social,270.72
2025-01-17,Direct,551.88
2025-01-17,Email,304.46
2025-01-17,Organic Search,736.13
2025-01-17,Paid Search,936.58
2025-01-17,Referral,371.35
2025-01-17,Social,127.83
2025-01-18,Direct,488.29
2025-01-18,Email,263.56
2025-01-18,Organic Search,654.1
2025-01-18,Paid Search,906.25
2025-01-18,Referral,251.3
2025-01-18,Social,154.8
2025-01-19,Direct,502.2
2025-01-19,Email,197.29
2025-01-19,Organic Search,614.11
2025-01-19,Paid Search,732.67
2025-01-19,Referral,245.22
2025-01-19,Social,219.1
2025-01-20,Direct,508.09
2025-01-20,Email,233.42
2025-01-20,Organic Search,800.56
2025-01-20,Paid Search,1063.2
2025-01-20,Referral,383.15
2025-01-20,Social,208.58
2025-01-21,Direct,694.36
2025-01-21,Email,355.06
2025-01-21,Organic Search,798.65
2025-01-21,Paid Search,1109.78
2025-01-21,Referral,373.22
2025-01-21,Social,235.06
2025-01-22,Direct,627.62
2025-01-22,Email,293.03
2025-01-22,Organic Search,712.83
2025-01-22,Paid Search,1066.03
2025-01-22,Referral,320.68
2025-01-22,Social,210.42
2025-01-23,Direct,600.92
2025-01-23,Email,204.01
2025-01-23,Organic Search,800.49
2025-01-23,Paid Search,1031.4
2025-01-23,Referral,361.37
2025-01-23,Social,230.26
2025-01-24,Direct,622.65
2025-01-24,Email,300.98
2025-01-24,Organic Search,943.55
2025-01-24,Paid Search,1008.38
2025-01-24,Referral,337.01
2025-01-24,Social,222.25
2025-01-25,Direct,458.68
2025-01-25,Email,216.98
2025-01-25,Organic Search,673.64
2025-01-25,Paid Search,699.7
2025-01-25,Referral,271.97
2025-01-25,Social,251.94
2025-01-26,Direct,484.97
2025-01-26,Email,285.93
2025-01-26,Organic Search,569.79
2025-01-26,Paid Search,885.35
2025-01-26,Referral,240.74
2025-01-26,Social,237.26
2025-01-27,Direct,612.61
2025-01-27,Email,319.32
2025-01-27,Organic Search,719.45
2025-01-27,Paid Search,1015.28
2025-01-27,Referral,351.15
2025-01-27,Social,203.95
2025-01-28,Direct,655.11
2025-01-28,Email,305.58
2025-01-28,Organic Search,780.72
2025-01-28,Paid Search,993.8
2025-01-28,Referral,337.71
2025-01-28,Social,215.37
2025-01-29,Direct,586.12
2025-01-29,Email,287.47
2025-01-29,Organic Search,718.78
2025-01-29,Paid Search,904.12
2025-01-29,Referral,285.88
2025-01-29,Social,258.39
2025-01-30,Direct,526.8
2025-01-30,Email,332.16
2025-01-30,Organic Search,867.63
2025-01-30,Paid Search,993.57
2025-01-30,Referral,425.82
2025-01-30,Social,209.82
2025-01-31,Direct,550.95
2025-01-31,Email,336.03
2025-01-31,Organic Search,682.26
2025-01-31,Paid Search,982.82
2025-01-31,Referral,357.47
2025-01-31,Social,225.75
2025-02-01,Direct,463.47
2025-02-01,Email,214.28
2025-02-01,Organic Search,667.14
2025-02-01,Paid Search,878.78
2025-02-01,Referral,307.23
2025-02-01,Social,163.3
2025-02-02,Direct,422.92
2025-02-02,Email,265.58
2025-02-02,Organic Search,547.15
2025-02-02,Paid Search,767.59
2025-02-02,Referral,258.22
2025-02-02,Social,199.28
2025-02-03,Direct,543.52
2025-02-03,Email,255.06
2025-02-03,Organic Search,773.24
2025-02-03,Paid Search,984.93
2025-02-03,Referral,384.57
2025-02-03,Social,198.94
2025-02-04,Direct,547.86
2025-02-04,Email,236.9
2025-02-04,Organic Search,703.72
2025-02-04,Paid Search,894.94
2025-02-04,Referral,328.31
2025-02-04,Social,184.89
2025-02-05,Direct,572.7
2025-02-05,Email,332.66
2025-02-05,Organic Search,822.33
2025-02-05,Paid Search,919.79
2025-02-05,Referral,329.0
2025-02-05,Social,219.6
2025-02-06,Direct,610.56
2025-02-06,Email,305.94
2025-02-06,Organic Search,846.4
2025-02-06,Paid Search,1016.57
2025-02-06,Referral,353.06
2025-02-06,Social,235.16
2025-02-07,Direct,569.0
2025-02-07,Email,285.54
2025-02-07,Organic Search,796.63
2025-02-07,Paid Search,835.76
2025-02-07,Referral,423.89
2025-02-07,Social,216.22
2025-02-08,Direct,489.83
2025-02-08,Email,214.43
2025-02-08,Organic Search,695.49
2025-02-08,Paid Search,820.02
2025-02-08,Referral,227.67
2025-02-08,Social,183.15
2025-02-09,Direct,467.4
2025-02-09,Email,291.97
2025-02-09,Organic Search,497.58
2025-02-09,Paid Search,820.71
2025-02-09,Referral,197.36
2025-02-09,Social,169.05
2025-02-10,Direct,539.91
2025-02-10,Email,372.6
2025-02-10,Organic Search,780.85
2025-02-10,Paid Search,905.47
2025-02-10,Referral,397.42
2025-02-10,Social,289.72
2025-02-11,Direct,671.8
2025-02-11,Email,321.18
2025-02-11,Organic Search,924.25
2025-02-11,Paid Search,1295.64
2025-02-11,Referral,454.11
2025-02-11,Social,226.21
2025-02-12,Direct,662.6
2025-02-12,Email,310.01
2025-02-12,Organic Search,933.91
2025-02-12,Paid Search,1389.1
2025-02-12,Referral,395.79
2025-02-12,Social,268.78
2025-02-13,Direct,683.47
2025-02-13,Email,368.47
2025-02-13,Organic Search,737.71
2025-02-13,Paid Search,1244.7
2025-02-13,Referral,520.29
2025-02-13,Social,231.94
2025-02-14,Direct,619.61
2025-02-14,Email,298.81
2025-02-14,Organic Search,797.57
2025-02-14,Paid Search,942.01
2025-02-14,Referral,443.04
2025-02-14,Social,226.22
2025-02-15,Direct,512.84
2025-02-15,Email,228.24
2025-02-15,Organic Search,665.75
2025-02-15,Paid Search,741.11
2025-02-15,Referral,201.15
2025-02-15,Social,185.96
2025-02-16,Direct,484.59
2025-02-16,Email,377.8
2025-02-16,Organic Search,636.75
2025-02-16,Paid Search,767.84
2025-02-16,Referral,104.28
2025-02-16,Social,200.61
2025-02-17,Direct,587.54
2025-02-17,Email,278.14
2025-02-17,Organic Search,679.04
2025-02-17,Paid Search,915.66
2025-02-17,Referral,479.68
2025-02-17,Social,205.89
2025-02-18,Direct,608.08
2025-02-18,Email,249.62
2025-02-18,Organic Search,729.17
2025-02-18,Paid Search,932.39
2025-02-18,Referral,362.36
2025-02-18,Social,238.06
2025-02-19,Direct,558.17
2025-02-19,Email,136.02
2025-02-19,Organic Search,851.75
2025-02-19,Paid Search,983.76
2025-02-19,Referral,352.48
2025-02-19,Social,232.06
2025-02-20,Direct,554.59
2025-02-20,Email,321.47
2025-02-20,Organic Search,842.39
2025-02-20,Paid Search,925.09
2025-02-20,Referral,308.24
2025-02-20,Social,198.22
2025-02-21,Direct,645.88
2025-02-21,Email,227.25
2025-02-21,Organic Search,797.52
2025-02-21,Paid Search,872.22
2025-02-21,Referral,373.95
2025-02-21,Social,197.36
2025-02-22,Direct,442.26
2025-02-22,Email,238.92
2025-02-22,Organic Search,667.25
2025-02-22,Paid Search,638.05
2025-02-22,Referral,270.96
2025-02-22,Social,176.17
2025-02-23,Direct,431.68
2025-02-23,Email,264.45
2025-02-23,Organic Search,682.52
2025-02-23,Paid Search,751.28
2025-02-23,Referral,282.06
2025-02-23,Social,171.16
2025-02-24,Direct,603.29
2025-02-24,Email,180.39
2025-02-24,Organic Search,796.05
2025-02-24,Paid Search,1053.8
2025-02-24,Referral,302.59
2025-02-24,Social,239.75
2025-02-25,Direct,557.3
2025-02-25,Email,268.86
2025-02-25,Organic Search,847.97
2025-02-25,Paid Search,990.69
2025-02-25,Referral,342.78
2025-02-25,Social,189.84
2025-02-26,Direct,615.39
2025-02-26,Email,253.32
2025-02-26,Organic Search,845.27
2025-02-26,Paid Search,873.49
2025-02-26,Referral,331.82
2025-02-26,Social,227.75
2025-02-27,Direct,633.68
2025-02-27,Email,300.8
2025-02-27,Organic Search,942.13
2025-02-27,Paid Search,902.2
2025-02-27,Referral,301.81
2025-02-27,Social,73.45
2025-02-28,Direct,544.99
2025-02-28,Email,293.72
2025-02-28,Organic Search,730.07
2025-02-28,Paid Search,934.95
2025-02-28,Referral,342.08
2025-02-28,Social,160.51
2025-03-01,Direct,487.06
2025-03-01,Email,194.77
2025-03-01,Organic Search,599.65
2025-03-01,Paid Search,858.92
2025-03-01,Referral,223.02
2025-03-01,Social,265.49
2025-03-02,Direct,441.02
2025-03-02,Email,248.79
2025-03-02,Organic Search,471.39
2025-03-02,Paid Search,863.08
2025-03-02,Referral,212.83
2025-03-02,Social,195.12
2025-03-03,Direct,567.54
2025-03-03,Email,252.76
2025-03-03,Organic Search,790.65
2025-03-03,Paid Search,1095.11
2025-03-03,Referral,383.35
2025-03-03,Social,207.08
2025-03-04,Direct,592.58
2025-03-04,Email,325.25
2025-03-04,Organic Search,898.68
2025-03-04,Paid Search,970.71
2025-03-04,Referral,333.66
2025-03-04,Social,239.54
2025-03-05,Direct,554.1
2025-03-05,Email,321.2
2025-03-05,Organic Search,854.5
2025-03-05,Paid Search,1205.36
2025-03-05,Referral,322.02
2025-03-05,Social,187.71
2025-03-06,Direct,588.66
2025-03-06,Email,306.37
2025-03-06,Organic Search,822.74
2025-03-06,Paid Search,906.99
2025-03-06,Referral,402.86
2025-03-06,Social,230.71
2025-03-07,Direct,571.99
2025-03-07,Email,242.32
2025-03-07,Organic Search,860.42
2025-03-07,Paid Search,934.02
2025-03-07,Referral,377.81
2025-03-07,Social,165.66
2025-03-08,Direct,494.26
2025-03-08,Email,197.24
2025-03-08,Organic Search,656.47
2025-03-08,Paid Search,805.25
2025-03-08,Referral,193.57
2025-03-08,Social,180.3
2025-03-09,Direct,494.64
2025-03-09,Email,262.86
2025-03-09,Organic Search,612.39
2025-03-09,Paid Search,767.91
2025-03-09,Referral,265.82
2025-03-09,Social,265.77
2025-03-10,Direct,555.71
2025-03-10,Email,233.91
2025-03-10,Organic Search,921.36
2025-03-10,Paid Search,989.68
2025-03-10,Referral,369.13
2025-03-10,Social,232.08
2025-03-11,Direct,595.74
2025-03-11,Email,291.89
2025-03-11,Organic Search,796.5
2025-03-11,Paid Search,815.03
2025-03-11,Referral,341.24
2025-03-11,Social,233.16
2025-03-12,Direct,627.11
2025-03-12,Email,296.59
2025-03-12,Organic Search,846.8
2025-03-12,Paid Search,889.48
2025-03-12,Referral,339.86
2025-03-12,Social,173.96
2025-03-13,Direct,535.4
2025-03-13,Email,293.36
2025-03-13,Organic Search,603.65
2025-03-13,Paid Search,961.7
2025-03-13,Referral,285.99
2025-03-13,Social,207.8
2025-03-14,Direct,574.48
2025-03-14,Email,225.7
2025-03-14,Organic Search,615.42
2025-03-14,Paid Search,913.52
2025-03-14,Referral,440.16
2025-03-14,Social,240.83
2025-03-15,Direct,476.54
2025-03-15,Email,241.24
2025-03-15,Organic Search,640.72
2025-03-15,Paid Search,674.12
2025-03-15,Referral,247.33
2025-03-15,Social,240.49
2025-03-16,Direct,428.1
2025-03-16,Email,257.97
2025-03-16,Organic Search,580.32
2025-03-16,Paid Search,720.7
2025-03-16,Referral,265.05
2025-03-16,Social,192.13
2025-03-17,Direct,763.74
2025-03-17,Email,408.17
2025-03-17,Organic Search,532.91
2025-03-17,Paid Search,1339.41
2025-03-17,Referral,415.46
2025-03-17,Social,211.44
2025-03-18,Direct,209.58
2025-03-18,Email,347.57
2025-03-18,Organic Search,917.43
2025-03-18,Paid Search,1387.87
2025-03-18,Referral,389.56
2025-03-18,Social,237.89
2025-03-19,Direct,641.64
2025-03-19,Email,407.07
2025-03-19,Organic Search,979.82
2025-03-19,Paid Search,1114.8
2025-03-19,Referral,467.52
2025-03-19,Social,245.58
2025-03-20,Direct,751.68
2025-03-20,Email,378.14
2025-03-20,Organic Search,981.57
2025-03-20,Paid Search,1314.19
2025-03-20,Referral,433.05
2025-03-20,Social,244.52
2025-03-21,Direct,708.38
2025-03-21,Email,391.26
2025-03-21,Organic Search,897.62
2025-03-21,Paid Search,1306.54
2025-03-21,Referral,414.42
2025-03-21,Social,228.24
2025-03-22,Direct,529.13
2025-03-22,Email,315.61
2025-03-22,Organic Search,736.95
2025-03-22,Paid Search,1047.76
2025-03-22,Referral,319.11
2025-03-22,Social,192.35
2025-03-23,Direct,491.88
2025-03-23,Email,288.18
2025-03-23,Organic Search,685.03
2025-03-23,Paid Search,939.22
2025-03-23,Referral,303.83
2025-03-23,Social,202.76
2025-03-24,Direct,582.49
2025-03-24,Email,365.21
2025-03-24,Organic Search,728.24
2025-03-24,Paid Search,894.84
2025-03-24,Referral,429.18
2025-03-24,Social,203.04
2025-03-25,Direct,550.63
2025-03-25,Email,278.92
2025-03-25,Organic Search,830.0
2025-03-25,Paid Search,1080.15
2025-03-25,Referral,390.05
2025-03-25,Social,242.74
2025-03-26,Direct,600.78
2025-03-26,Email,227.2
2025-03-26,Organic Search,822.11
2025-03-26,Paid Search,787.14
2025-03-26,Referral,377.68
2025-03-26,Social,254.93
2025-03-27,Direct,464.21
2025-03-27,Email,254.26
2025-03-27,Organic Search,793.44
2025-03-27,Paid Search,920.22
2025-03-27,Referral,293.43
2025-03-27,Social,224.42
